-0.0943397214243427	-0.0878281228231993	-0.141709325085302	-0.123648418712178	-0.129936017599228	-0.15431312388325	-0.0978300196980007	-0.159947471735107	-0.120217151290917	-0.0968539865977303	-0.106942985162704	-0.124739284201264	-0.0999910028714685	-0.115475911234418	-0.0957156065193959	
0.349014886040216	0.318652064514353	0.440900182017589	0.525882803764609	0.305666266980567	0.36434506722205	0.353116539899999	0.364222546896298	0.440365621739072	0.411363810455951	0.349091448775165	0.312938724544581	0.441581883155345	0.331119540854325	0.221571334666622	
0.418701166	0.449829095	0.424499505	0.329895015	0.610656729	0.54992675	0.437316888	0.558166496	0.384521479	0.36346435	0.462341302	0.564880363	0.336608882	0.508117668	0.665588369	0.046
0.739746083	0.778198231	0.76019286	0.556945792	1.058044418	0.914611803	0.733337391	0.921936021	0.617370596	0.631408682	0.787048328	0.977783189	0.61492919	0.876159655	1.148071272	0.186000004
0.611572257	0.642089834	0.642700186	0.466003411	0.773315418	0.741882313	0.601806632	0.771179188	0.540161125	0.520629875	0.632324209	0.788269031	0.484313958	0.695190419	0.904235826	0.133000001
0.515136711	0.552978507	0.510559074	0.393371576	0.704956044	0.681457509	0.490722649	0.682373037	0.476989739	0.419311517	0.526733391	0.66406249	0.405273431	0.591735831	0.806579578	0.090000004
0.43426513	0.44586181	0.429687494	0.351562495	0.631408682	0.588378897	0.452880853	0.600891104	0.40466308	0.389099115	0.474853509	0.587768546	0.356140131	0.515441887	0.69366454	0.061999999
0.364990229	0.372619623	0.385437006	0.294494625	0.49499511	0.487976067	0.375976557	0.533752433	0.364074702	0.321960444	0.408630365	0.480346673	0.297851558	0.441894525	0.608825675	0.021
1.362609843	1.475219705	1.145935042	0.956115708	1.637878394	1.4538574	1.361999491	1.472473123	1.144714338	1.16485594	1.399230936	1.595458961	1.08825682	1.493835427	2.168273893	0.368000001
0.311279292	0.331420893	0.327148433	0.255432125	0.453491204	0.456848138	0.32806396	0.459899895	0.308837886	0.275268551	0.354919428	0.425415033	0.279846187	0.403747553	0.549621574	0
